situação,revisor,id,campo,ano,numero_questao,enunciado,alternativas,resposta_correta,link
Não Verificada,Paulo,ID_11,Linguagens,2024,14,"Maranhenses que moram longe matam a saudade da terra natal usando expressões próprias do estado. Se o maranhês impressiona e desperta a curiosidade de quem mora no próprio Maranhão, imagine de quem vem de outros estados e países? A variedade linguística local é enorme e o modo de falar tão próprio e característico dos maranhenses vem conquistando muita gente e inspirando títulos e muito conteúdo digital com a criação de podcasts, blogs, perfis na internet, além de estampar diversos tipos de produtos e serviços de empresas locais.

Com saudades do Maranhão, morando há 16 anos no Rio de Janeiro, um fotógrafo maranhense criou um perfil na internet no qual compartilha a culinária, brincadeiras e o ‘dicionário’ maranhês. “A primeira vez que fui a uma padaria no Rio, na inocência, pedi 3 reais de ‘pães misturados’. Quando falei isso, as pessoas pararam e me olharam de uma forma bem engraçada, aí já fiquei ‘encabulado, ó’ e o atendente sorriu e explicou que lá não existia pão misturado e, sim, pão francês e suíço. Depois foi a minha vez de explicar sobre os pães ‘massa grossa e massa fina”’, contou o fotógrafo, com humor.

 

Disponível em: https://oimparcial.com.br. Acesso em: 1 nov. 2021 (adaptado).

 

A vivência relatada no texto evidencia que as variedades linguísticas","a) impedem o entendimento mútuo.

b) enaltecem o português do Maranhão.

c) são constitutivas do português brasileiro.


d) exigem a dicionarização dos termos usados.

e) são restritas a situações coloquiais de comunicação. ",C),https://resolveenem.com.br/gabarito-enem/2024/maranhenses-que-moram-longe-matam-a-saudade-da-terra-natal-usando-expressoes-proprias-do?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_12,Linguagens,2024,15,"Telemedicina é para todos, mas nem todos estão preparados

 

A telemedicina, nos últimos anos, tem se destacado como uma ferramenta valiosa, proporcionando uma gama de benefícios que vão desde a ampliação do acesso à assistência médica até a otimização dos recursos de todo o ecossistema de saúde.

O governo federal propõe a Estratégia de Saúde Digital, um programa destinado à transformação digital da saúde no Brasil. Seu principal objetivo é facilitar a troca de informações entre os diversos pontos da Rede de Atenção à Saúde, promovendo a interoperabilidade e, assim, possibilitando a transição e a continuidade do cuidado nos setores público e privado. Também está em discussão um projeto de lei que dispõe sobre o prontuário eletrônico unificado do cidadão, o que indica o quanto o tema está em evidência tanto para os gestores públicos quanto para os privados.

Contudo, é importante reconhecer que nem todas as pessoas estão igualmente preparadas para aproveitar plenamente os cuidados ofertados pela telemedicina. Um dos principais benefícios do atendimento de saúde a distância é a capacidade de superar barreiras geográficas, proporcionando acesso a serviços médicos, especialmente para pacientes que residem em áreas remotas e/ou carentes de certas especialidades médicas, os chamados “vazios assistenciais”. A equidade no acesso é uma questão crítica, uma vez que nem todos têm ao seu alcance dispositivos tecnológicos ou uma conexão à internet que seja confiável, entre outros problemas de infraestrutura. É um desafio tanto para os pacientes quanto para os profissionais de saúde, que, em muitos casos, não contam com estrutura para o trabalho remoto nem com letramento digital para desenvolver as funções.

 

OLIVEIRA, D. Disponível em: www.correiobraziliense.com.br. Acesso em: 21 jan. 2024 (adaptado).

 

Ao tratar da telemedicina, esse texto ressalta que um dos benefícios dessa tecnologia para a sociedade é o fato de ela","a) disponibilizar prontuário único do cidadão tanto na rede pública quanto na privada.

b) oportunizar o acesso a atendimento médico a pacientes de áreas periféricas.


c) fornecer dispositivos tecnológicos para a realização de exames.

d) promover a interação entre diferentes especialidades médicas.

e) garantir infraestrutura para o trabalho remoto de médicos",B),https://resolveenem.com.br/gabarito-enem/2024/telemedicina-e-para-todos-mas-nem-todos-estao-preparados-a-telemedicina-nos-ultimos-an?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_13,Linguagens,2024,16,"Uma definição possível para o conceito de arte afro-brasileira pode ser: produção plástica que é feita por negros, mestiços ou brancos a partir de suas experiências sociais com a cultura negra nacional. Exemplos clássicos dessa abordagem são Carybé (1911-1997), Mestre Didi (1917-2013) e Djanira da Motta e Silva (1914-1979), cujas obras emergem e ganham forma em razão do ambiente social no qual habitaram e viveram. Se Didi era um célebre representante da cultura religiosa nagô baiana e brasileira, iniciado desde o ventre no candomblé, Carybé era argentino e, naturalizado brasileiro, envolveu-se de tal modo com essa religião que alguns dos orixás dos quais conhecemos a imagem visual são produções suas.

 

Disponível em: www.premiopipa.com. Acesso em: 13 nov. 2021 (adaptado).

 

Sob a perspectiva da multiculturalidade e de acordo com o texto, a produção artística afro-brasileira caracteriza-se pelo(a)","a) estranhamento no modo de apropriação da cultura religiosa de matriz africana.

b) distanciamento entre as raízes de matriz africana e a estética de outras culturas.

c) visão uniformizadora das religiões de matriz africana expressada nas diferentes produções.

d) relação complexa entre as vivências pessoais dos artistas e os referenciais estéticos de matriz africana.


e) padronização da forma de produção e da temática da matriz africana presente nas obras dos artistas citados.",D),https://resolveenem.com.br/gabarito-enem/2024/uma-definicao-possivel-para-o-conceito-de-arte-afro-brasileira-pode-ser-producao-plasti?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_14,Linguagens,2024,17,"Influenciadores negros têm recorrentemente chamado a atenção para o fato de terem muito menos repercussão em suas postagens e nas entregas do seu conteúdo quando comparados com os influenciadores brancos, mesmo se fotos, contextos e anúncios forem extremamente semelhantes. Segundo o site Negrê, a digital influencer e youtuber criadora do projeto digital Preta Pariu iniciou um experimento em uma plataforma. Após perceber a crescente queda nos índices de alcance digital, a paulista publicou fotografias de modelos brancas em seu perfil e analisou as métricas de engajamento. Surpreendentemente, a ferramenta de estatísticas aferiu um aumento de 6.000% em seu alcance.

 

Disponível em: https://diplomatique.org.br. Acesso em: 21 jan. 2024 (adaptado).

 

A apresentação do dado estatístico ao final desse texto revela a intenção de","a) demonstrar a repercussão de projetos como o Preta Pariu. 

b) informar o quantitativo de postagens da comunidade negra.

c) potencializar o alcance de textos e imagens em sites como o Negrê.

d) exaltar a qualidade das publicações sobre negritude em redes sociais.

e) comprovar a relação entre o alcance de conteúdos digitais e o viés racial. ",E),https://resolveenem.com.br/gabarito-enem/2024/influenciadores-negros-tem-recorrentemente-chamado-a-atencao-para-o-fato-de-terem-muito?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_15,Linguagens,2024,18,"Um estudo norte-americano analisou os efeitos da pandemia da covid-19 sobre a saúde mental e a manutenção da atividade física, revelando que um fator está diretamente ligado ao outro. De acordo com os dados, famílias de baixa renda foram mais impactadas pelo ciclo vicioso de falta de motivação e pelo sedentarismo. Diante da necessidade de distanciamento social e do início da quarentena, as opções de espaços seguros para exercícios físicos diminuíram, o que dificultou que as pessoas mantivessem seus níveis de atividade. Os dados evidenciaram que as pessoas mais ativas tinham melhor estado de saúde mental. As pessoas com menor renda tiveram mais dificuldade para manter os níveis de atividade física durante a pandemia, sendo aproximadamente duas vezes menos propensas a continuarem no mesmo ritmo de exercícios de antes da pandemia. Habitantes de áreas urbanas mostraram maior probabilidade de não conseguirem manter os níveis de atividade física semelhantes aos de pessoas que vivem em zonas rurais, onde há mais oportunidades de sair para espaços abertos.

 

Disponível em: https://revistagalileu.globo.com. Acesso em: 6 dez. 2021 (adaptado).

 

O texto evidencia a perspectiva ampliada de saúde ao abordar criticamente a pandemia da covid-19 a partir do(a)","a) busca por espaços para a prática de exercícios físicos.

b) necessidade de se manter ativo para ter equilíbrio emocional.

c) distanciamento social e sua vinculação com a prática de atividades físicas.

d) relação entre os determinantes socioeconômicos e a prática de exercícios.


e) benefício de morar em áreas rurais para preservar a estabilidade psicológica. ",D),https://resolveenem.com.br/gabarito-enem/2024/um-estudo-norte-americano-analisou-os-efeitos-da-pandemia-da-covid-19-sobre-a-saude-ment?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_16,Linguagens,2024,19,"Até ali que sabia das misérias do mundo? Nada. Aquela noite do Castelo, tão simples, tão monótona, fora uma revelação! Era bem certo que a lágrima existia, que irrompiam soluços de peitos oprimidos, que para alguém os dias não tinham cor nem a noite tinha estrelas! Ela, criada entre beijos, no aroma dos seus jardins, com as vontades satisfeitas, o leito fofo, a mesa delicada, sentira sempre no coração um desejo sem nome, um desejo ou uma saudade absurda, a saudade do céu, como dizia o dr. Gervásio, e que não era mais que a doida aspiração da artista incipiente, que germinava no seu peito fraco.

E aquela mesma mágoa parecia-lhe agora doce e embaladora, comparando-se à outra, a Sancha, da sua idade, negra, feia, suja, levada a pontapés, dormindo sem lençóis em uma esteira, comendo em pé, apressada, os restos parcos e frios de duas velhas, vestida de algodões rotos, curvada para um trabalho sem descanso nem paga!

Por quê? Que direito teriam uns a todas as primícias e regalos da vida, se havia outros que nem por uma nesga viam a felicidade?

 

ALMEIDA, J. L. A falência. Disponível em: www.dominiopublico. gov.br. Acesso em: 28 dez. 2023.

 

Nesse fragmento do romance de Júlia Lopes de Almeida, escrito no cenário brasileiro pós-abolição, a narradora exprime um olhar crítico sobre a","a) desvalorização da arte produzida por mulheres.

b) mudança das condições de moradia do povo negro.

c) ruptura do projeto político de emancipação feminina.

d) exploração da força de trabalho da população negra.


e) disputa de poder entre brancos e negros no século XIX. ",D),https://resolveenem.com.br/gabarito-enem/2024/ate-ali-que-sabia-das-miserias-do-mundo-nada-aquela-noite-do-castelo-tao-simples-tao?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_17,Linguagens,2024,20,"Sempre passo nervoso quando leio minha crônica neste jornal e percebo que escapuliu a palavra “coisa” em alguma frase. Acontece que “coisa” está entre as coisas mais deliciosas do mundo.

O primeiro banho da minha filha foi embalado pela minha voz dizendo, ao fundo, “cuidado, ela ainda é uma coisinha tão pequena”. “Viu só que amor? Nunca vi coisa assim”. O amor que não dá conta de explicação é “a coisa” em seu esplendor e excelência. “Alguma coisa acontece no meu coração” é a frase mais bonita que alguém já disse sobre São Paulo. E quando Caetano, citado aqui pela terceira vez pra defender a dimensão poética da coisa, diz “coisa linda”, nós sabemos que nenhuma palavra definiria de forma mais profunda e literária o quão bela e amada uma coisa pode ser.

“Coisar” é verbo de quem está com pressa ou tem lapsos de memória. É pra quando “mexe qualquer coisa dentro doida”. E que coisa magnífica poder se expressar tal qual Caetano Veloso. Agora chega, porque “esse papo já tá qualquer coisa” e eu já tô “pra lá de Marrakech”.

 

TATI BERNARDI. Disponível em: www1.folha.uol.com.br. Acesso em: 3 jan. 2024 (adaptado).

 

O recurso utilizado na progressão textual para garantir a unidade temática dessa crônica é a","a) intertextualidade, marcada pela citação de versos de letras de canções. 

b) metalinguagem, marcada pela referência à escrita de crônicas pela autora.

c) reiteração, marcada pela repetição de uma determinada palavra e de seus cognatos.


d) conexão, marcada pela presença dos conectores lógicos “quando” e “porque” entre orações.

e) pronominalização, marcada pela retomada de “minha filha” e “um namorado ruim” pelos pronomes “ela” e “lo”",C),https://resolveenem.com.br/gabarito-enem/2024/sempre-passo-nervoso-quando-leio-minha-cronica-neste-jornal-e-percebo-que-escapuliu-a-pa?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_18,Linguagens,2024,21,"TEXTO I Capítulo 4, versículo 3 Minha palavra vale um tiro, eu tenho muita munição Na queda ou na ascensão, minha atitude vai além E tem disposição pro mal e pro bem Talvez eu seja um sádico ou um anjo, um mágico Ou juiz, ou réu, o bandido do céu Malandro ou otário, quase sanguinário Franco atirador se for necessário Revolucionário, insano, ou marginal Antigo e moderno, imortal Fronteira do céu com o inferno Astral imprevisível, como um ataque cardíaco do verso. RACIONAIS MCs. Sobrevivendo ao inferno. São Paulo: Cosa Nostra, 1997 (fragmento). TEXTO II Pode-se dizer que as várias experiências narradas nos discos do Racionais tratam no fundo de um só tema: a violência que estrutura a nossa sociedade. O grupo canta a violência que estrutura as relações entre os familiares, os amigos, o homem e a mulher, o traficante e o viciado. Canta a violência do crime. A violência causada por inveja ou por vaidade. Também canta que a relação entre as classes sociais é sempre violenta: o racismo, a miséria, os baixos salários, a concentração de renda, a esmola, a publicidade, o alcoolismo, o jornalismo, o poder policial, a justiça, o sistema penitenciário, o governo existem por meio da violência. GARCIA, W. Ouvindo Racionais MCs. Teresa: revista de literatura brasileira, n. 5, 2004 (adaptado). Na letra da canção, a tematização da violência mencionada no Texto lI manifesta-se","a) como metáfora da desigualdade, que associa a ideia de justiça a valores históricos negativos. 

b) na referência a termos bélicos, que sinaliza uma crítica social à opressão da população das periferias.

c) como procedimento metalinguístico, que concebe a palavra como uma forma de combate e insubordinação.


d) nas definições ambíguas do enunciador, que inverte e relativiza as representações da maldade e da bondade. 

e) na menção à imortalidade, que sugere a possibilidade de resistência para além da dicotomia entre vida e morte",C),https://resolveenem.com.br/gabarito-enem/2024/texto-i-capitulo-4-versiculo-3-minha-palavra-vale-um-tiro-eu-tenho-muita-municao-na-qu?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_19,Linguagens,2024,22,"TEXTO I Capítulo 4, versículo 3 Minha palavra vale um tiro, eu tenho muita munição Na queda ou na ascensão, minha atitude vai além E tem disposição pro mal e pro bem Talvez eu seja um sádico ou um anjo, um mágico Ou juiz, ou réu, o bandido do céu Malandro ou otário, quase sanguinário Franco atirador se for necessário Revolucionário, insano, ou marginal Antigo e moderno, imortal Fronteira do céu com o inferno Astral imprevisível, como um ataque cardíaco do verso. RACIONAIS MCs. Sobrevivendo ao inferno. São Paulo: Cosa Nostra, 1997 (fragmento). TEXTO II Pode-se dizer que as várias experiências narradas nos discos do Racionais tratam no fundo de um só tema: a violência que estrutura a nossa sociedade. O grupo canta a violência que estrutura as relações entre os familiares, os amigos, o homem e a mulher, o traficante e o viciado. Canta a violência do crime. A violência causada por inveja ou por vaidade. Também canta que a relação entre as classes sociais é sempre violenta: o racismo, a miséria, os baixos salários, a concentração de renda, a esmola, a publicidade, o alcoolismo, o jornalismo, o poder policial, a justiça, o sistema penitenciário, o governo existem por meio da violência. GARCIA, W. Ouvindo Racionais MCs. Teresa: revista de literatura brasileira, n. 5, 2004 (adaptado). Na letra da canção, a tematização da violência mencionada no Texto lI manifesta-se","a) como metáfora da desigualdade, que associa a ideia de justiça a valores históricos negativos. 

b) na referência a termos bélicos, que sinaliza uma crítica social à opressão da população das periferias.

c) como procedimento metalinguístico, que concebe a palavra como uma forma de combate e insubordinação.


d) nas definições ambíguas do enunciador, que inverte e relativiza as representações da maldade e da bondade. 

e) na menção à imortalidade, que sugere a possibilidade de resistência para além da dicotomia entre vida e morte.",C),https://resolveenem.com.br/gabarito-enem/2024/texto-i-capitulo-4-versiculo-3-minha-palavra-vale-um-tiro-eu-tenho-muita-municao-na-qu?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_20,Linguagens,2024,23,"As reações à sétima temporada foram o ápice do último estágio em Game of Thrones. De forma alguma, este que vos fala seria capaz de argumentar que a série é perfeita, mas os defeitos que existem aqui sempre existiram, de uma forma ou de outra, durante os sete anos em que ela esteve no ar. Os dois roteiristas foram brilhantes em traduzir os personagens intrincados e conflituosos da obra de George R. R. Martin, mas nunca souberam exatamente como fazer jus a eles (e especialmente a elas, as mulheres da trama).

A verdade é que, com tudo isso e mais Ramin Djawadi evocando sentimentos e ambientes improváveis com sua trilha sonora magistral, a série não conseguiria ser ruim nem se tentasse, mas continua sendo uma pena que, ao buscar o seu final com tanta sede e tanta celeridade, Benioff e Weiss tenham tirado sua qualidade mais preciosa: o fôlego, a paciência e o detalhismo que faziam suas palavras se levantarem do papel e ganharem vida.

 

Disponível em: https://observatoriodocinema.uol.com.br. Acesso em: 29 nov. 2017 (adaptado).

 

Ainda que faça uma avaliação positiva da série, nessa resenha, o autor aponta aspectos negativos da obra ao utilizar","a) marcas de impessoalidade que disfarçam a opinião do especialista.

b) expressões adversativas para fazer ressalvas às afirmações elogiosas.


c) interlocução com o leitor para corroborar opiniões contrárias à adaptação. 

d) eufemismos que minimizam as críticas feitas à construção das personagens.

e) antíteses que opõem a fragilidade do roteiro à beleza da trilha sonora da série",B),https://resolveenem.com.br/gabarito-enem/2024/as-reacoes-a-setima-temporada-foram-o-apice-do-ultimo-estagio-em-game-of-thrones-de-fo?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_21,Linguagens,2024,24,"— Vá para o inferno, Gondim. Você acanalhou o troço. Está pernóstico, está safado, está idiota. Há lá ninguém que fale dessa forma!

Azevedo Gondim apagou o sorriso, engoliu em seco, apanhou os cacos da sua pequenina vaidade e replicou amuado que um artista não pode escrever como fala.

— Não pode? — perguntei com assombro. E por quê? Azevedo Gondim respondeu que não pode porque não pode.

— Foi assim que sempre se fez. A literatura é a literatura, seu Paulo. A gente discute, briga, trata de negócios naturalmente, mas arranjar palavras com tinta é outra coisa. Se eu fosse escrever como falo, ninguém me lia.

 

RAMOS, G. São Bernardo. Rio de Janeiro: Record, 2009.

 

Nesse fragmento, a discussão dos personagens traz à cena um debate acerca da escrita que","a) diferencia a produção artística do registro padrão da língua.

b) aproxima a literatura de dialetos sociais de pouco prestígio.

c) defende a relação entre a fala e o estilo literário de um autor.

d) contrapõe o preciosismo linguístico a situações de coloquialidade.


e) associa o uso da norma culta à ocorrência de desentendimentos pessoais.",D),https://resolveenem.com.br/gabarito-enem/2024/va-para-o-inferno-gondim-voce-acanalhou-o-troco-esta-pernostico-esta-safado-esta?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_22,Linguagens,2024,26,"Por trás do universo “masculino” das lutas, é cada vez mais notório o aumento da participação de mulheres nessa prática corporal. Algumas situações reforçam esse fenômeno de ocupação em ambientes de lutas: a inclusão de mulheres em combates de artes marciais mistas, ou MMA, a transmissão televisiva de lutas de mulheres e a criação de horários específicos para elas em academias que ensinam lutas. Uma pesquisa científica mostrou menor participação e mobilização das meninas em comparação com os meninos nas aulas de Educação Física. Entre as justificativas discentes para essa situação está o fato de que eles relacionam a luta como uma expressão corporal masculina e, por consequência, não adequada aos interesses femininos. Dessa forma, o ensino de lutas nas aulas de Educação Física é atravessado por tensões relacionadas às questões de gênero e sexualidade, o que, por sua vez, pode favorecer a sua exclusão do conteúdo próprio da disciplina.

 

SO, M. R.; MARTINS, M. Z.; BETTI, M. As relações das meninas com os saberes das lutas nas aulas de Educação Física. Motrivivência, n. 56, dez. 2018 (adaptado).

 

Segundo o texto, apesar do aumento da participação de mulheres em lutas, a realidade na escola ainda é diferente em razão do(a)","a) esportivização desse conteúdo.

b) masculinização dessa modalidade.


c) enfoque desses eventos pela mídia.

d) trato pedagógico dessa manifestação.

e) marginalização desse tema pela Educação Física",B),https://resolveenem.com.br/gabarito-enem/2024/por-tras-do-universo-masculino-das-lutas-e-cada-vez-mais-notorio-o-aumento-da-partici?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_23,Linguagens,2024,27,"Volta e meia recebo cartinhas de fãs, e alguns são bem jovens, contando como meu trabalho com a música mudou a vida deles. Fico no céu lendo essas coisas e me emociono quando escrevem que não são aceitos pelos pais por serem diferentes, e como minhas músicas são uma companhia e os libertam nessas horas de solidão.

Sinto que é mais complicado ser jovem hoje, já que nunca tivemos essa superpopulação no planeta: haja competitividade, culto à beleza, ter filho ou não, estudar, ralar para arranjar trabalho, ser mal remunerado, ser bombardeado com trocentas informações, lavagens cerebrais...

Queria dar beijinhos e carinhos sem ter fim nessa moçada e dizer a ela que a barra é pesada mesmo, mas que a juventude está a seu favor e, de repente, a maré de tempestade muda. Diria também um monte de clichê: que vale apena estudar mais, pesquisar mais, ler mais.

Diria que não é sinal de saúde estar bem-adaptado a uma sociedade doente, que o que é normal para uma aranha é o caos para uma mosca.

Meninada, sintam-se beijados pela vovó Rita.

 

RITA LEE. Outra autobiografia. São Paulo: Globo Livros, 2023.

 

Como estratégia para se aproximar de seu leitor, a autora usa uma postura de empatia explicitada em","a) “Volta e meia recebo cartinhas de fãs, e alguns são bem jovens”.

b) “Fico no céu lendo essas coisas”. 

c) “Sinto que é mais complicado ser jovem hoje”.


d) “Queria dar beijinhos e carinhos sem ter fim nessa moçada”. 

e) “Diria que não é sinal de saúde estar bem-adaptado a uma sociedade doente”. ",C),https://resolveenem.com.br/gabarito-enem/2024/volta-e-meia-recebo-cartinhas-de-fas-e-alguns-sao-bem-jovens-contando-como-meu-trabalh?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_24,Linguagens,2024,28,"Data vênia

 

Conheci Bentinho e Capitu nos meus curiosos e antigos quinze anos. E os olhos de água da jovem de Matacavalos atraíram-me, seduziram-me ao primeiro contato. Aliados ao seu jeito de ser, flor e mistério. Mas tomou-me também a indignação diante do narrador e seu texto, feito de acusação e vilipêndio. Sem qualquer direito de defesa. Sem acesso ao discurso, usurpado, sutilmente, pela palavra autoritária do marido, algoz, em pele de cordeiro vitimado. Crudelíssimo e desumano: não bastasse o que faz com a mulher, chega a desejar a morte do próprio filho e a festejá-la com um jantar, sem qualquer remorso. No fundo, uma pobre consciência dilacerada, um homem dividido, que busca encontrar-se na memória, e acaba faltando-se a si mesmo. Retomei inúmeras vezes a triste história daquele amor em desencanto. Familiarizei-me, ao longo do tempo, com a crítica do texto; poucos, muito poucos, escapam das bem traçadas linhas do libelo condenatório; no mínimo concedem à ré o beneplácito da dúvida: convertem-na num enigma indecifrável, seu atributo consagrador.

Eis que, diante de mais um retorno ao romance, veio a iluminação: por que não dar voz plena àquela mulher, brasileira do século XIX, que, apesar de todas as artimanhas e do maquiavelismo do companheiro, se converte numa das mais fascinantes criaturas do gênio que foi Machado de Assis?

A empresa era temerária, mas escrever é sempre um risco. Apoiado no espaço de liberdade em que habita a Literatura, arrisquei-me.

O resultado: este livro em que, além-túmulo, como Brás Cubas, a dona dos olhos de ressaca assume, à luz do mistério da arte literária e do próprio texto do Dr. Bento Santiago, seu discurso e sua verdade.

 

PROENÇA FILHO, D. Capitu: memórias póstumas. Rio de Janeiro: Atrium, 1998.

 

Para apresentar a apropriação literária que faz da obra de Machado de Assis, o autor desse texto","a) relaciona aspectos centrais da obra original e, então, reafirma o ponto de vista adotado.

b) explica os pontos de vista de críticos da literatura e, por fim, os redimensiona na discussão.

c) introduz elementos relevantes da história e, na sequência, apresenta motivos para refutá-los.

d) justifica as razões pelas quais adotou certa abordagem e, em seguida, reconsidera tal escolha.

e) contextualiza o enredo de forma subjetiva e, na conclusão, explicita o foco narrativo a ser assumido. ",E),https://resolveenem.com.br/gabarito-enem/2024/data-venia-conheci-bentinho-e-capitu-nos-meus-curiosos-e-antigos-quinze-anos-e-os-olhos?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_25,Linguagens,2024,29,"Meu irmão é filho adotivo. Há uma tecnicidade no termo, filho adotivo, que contribui para sua aceitação social. Há uma novidade que por um átimo o absolve das mazelas do passado, que parece limpá-lo de seus sentidos indesejáveis. Digo que meu irmão é filho adotivo e as pessoas tendem a assentir com solenidade, disfarçando qualquer pesar, baixando os olhos como se não sentissem nenhuma ânsia de perguntar mais nada.

Talvez compartilhem da minha inquietude, talvez de fato se esqueçam do assunto no próximo gole ou na próxima garfada. Se a inquietude continua a reverberar em mim, é porque ouço a frase também de maneira parcial – meu irmão é filho – e é difícil aceitar que ela não termine com a verdade tautológica habitual: meu irmão é filho dos meus pais. Estou entoando que meu irmão é filho e uma interrogação sempre me salta aos lábios: filho de quem?

 

FUCKS, J. A resistência. São Paulo: Cia. das Letras, 2015.

 

Das reflexões do narrador, apreende-se uma perspectiva que associa a adoção","
a) a representações sociais estigmatizadas da parentalidade.


b) à necessidade de aprovação por parte de desconhecidos.

c) ao julgamento velado de membros do núcleo familiar.

d) ao conflito entre o termo técnico e o vínculo afetivo. 

e) a inquietações próprias das relações entre irmãos. 

",A),https://resolveenem.com.br/gabarito-enem/2024/meu-irmao-e-filho-adotivo-ha-uma-tecnicidade-no-termo-filho-adotivo-que-contribui-par?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_26,Humanas,2024,46,"TEXTO I

 

Um terremoto de magnitude 5,9 atingiu a cidade de Valparaíso, na costa chilena. O terremoto ocorreu a uma profundidade de 112 quilômetros.

 

Terremoto de magnitude 5,9 atinge Valparaíso, no Chile.

Disponível em: www.cnnbrasil.com.br. Acesso em: 6 nov. 2021 (adaptado).

 

 

TEXTO II

 

Um tremor de terra de magnitude 4,8 foi registrado no município de Atalaia do Norte, no interior do estado do Amazonas. O abalo é de magnitude considerada mediana para os níveis do Brasil. Os eventos dessa região costumam ser resultado das atividades da placa de Nazca.

 

Tremor de terra de magnitude 4,8 é registrado no interior do Amazonas.

Disponível em: https://g1.globo.com. Acesso em: 6 nov. 2021 (adaptado).

 

 

TEXTO III

 

Moradores usaram as redes sociais para relatar tremores de terra no interior de São Paulo. As atividades foram registradas nas cidades de Júlio Mesquita e Guaimbê e tiveram magnitude 3,0 na escala Richter, o que é considerado pequeno e sem previsão de danos.

 

Moradores do interior de SP relatam tremores de terra.

Disponível em: https://noticias.r7.com. Acesso em: 6 nov. 2021 (adaptado).

 

 

As diferenças entre os eventos geológicos relatados decorrem de distintas posições geográficas das cidades em relação a:","a) Planícies costeiras.   

b) Bacias continentais.   

c) Zonas de subducção.   


d) Áreas de denudação.   

e) Vertentes escarpadas",C),https://resolveenem.com.br/gabarito-enem/2024/texto-i-um-terremoto-de-magnitude-5-9-atingiu-a-cidade-de-valparaiso-na-costa-chilena?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_27,Humanas,2024,47,"Tal qual num exército, não se compreende um efetivo composto apenas de oficiais. Também na saúde pública, os funcionários técnicos graduados necessitam ser assistidos por auxiliares em número suficiente e com preparo adequado, constituído pelas enfermeiras de saúde pública, educadoras ou visitadoras sanitárias, técnicos de laboratório, inspetores ou guardas etc., para não falarmos no pessoal burocrático, não especializado.

 

PAULA SOUZA, G. H.; VIEIRA, F. B. Centro de saúde “eixo” de organização sanitária. Boletim do Instituto de Higiene de São Paulo, n. 59 (adaptado).

 

 

O texto dos sanitaristas atuantes nas décadas de 1920 e 1930 veicula uma mensagem caracterizada pela","a) higienização moral.   

b) imposição eugênica.   

c) assimilação cultural.   

d) hegemonização identitária.   

 

e) hierarquização profissional.   ",E),https://resolveenem.com.br/gabarito-enem/2024/tal-qual-num-exercito-nao-se-compreende-um-efetivo-composto-apenas-de-oficiais-tambem?cor=azul&lingua-estrangeira=ingles
Não Verificada,Paulo,ID_28,Humanas,2024,48,"O rompimento da barragem de Fundão levou muito consigo. A lama soterrou sonhos e modificou de forma permanente centenas de vidas nascidas e criadas em Bento Rodrigues e Paracatu, em Mariana (MG). Mas não somente. Ao se estender ao longo do rio, outras famílias e histórias foram atingidas de formas diferentes. Ao fugirem dos rejeitos que rapidamente tomaram as localidades, deixaram para trás os resquícios da vida que tiveram até o 5 de novembro de 2015. Nada jamais seria igual.

 

SANTOS, P. Histórias soterradas. Curinga, n. 19, nov. 2016 (adaptado).

 

Conforme o texto, o evento gerou o seguinte impacto na relação entre as pessoas e o seu espaço vivido:","a) Flexibilização de parâmetros ambientais.   

b) Consolidação de identidades regionais.   

c) Fragilização de vínculos afetivos.   


d) Supressão de práticas exploratórias.   

e) Recuperação de tradições ancestrais.   
",C),https://resolveenem.com.br/gabarito-enem/2024/o-rompimento-da-barragem-de-fundao-levou-muito-consigo-a-lama-soterrou-sonhos-e-modific?cor=azul&lingua-estrangeira=ingles
