timestamp,tag,id,modelo_apelido,modelo_id,campo,ano,numero_questao,resposta_correta,resposta_modelo,acertou,prompt_tokens,completion_tokens,total_tokens,latencia_segundos,finish_reason,resposta_bruta,reasoning
2026-05-10T11:56:18,direto,ID_4,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,7,C,C,True,653,2,655,0.285,stop,C,
2026-05-10T11:56:20,direto,ID_5,llama-8b,llama-3.1-8b-instant,Linguagens,2024,8,B,B,True,516,2,518,0.275,stop,B,
2026-05-10T11:56:23,direto,ID_5,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,8,B,B,True,516,2,518,0.322,stop,B,
2026-05-10T11:56:25,direto,ID_6,llama-8b,llama-3.1-8b-instant,Linguagens,2024,9,E,E,True,473,2,475,0.289,stop,E,
2026-05-10T11:56:28,direto,ID_6,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,9,E,E,True,473,2,475,0.319,stop,E,
2026-05-10T11:56:30,direto,ID_7,llama-8b,llama-3.1-8b-instant,Linguagens,2024,10,C,C,True,425,2,427,0.29,stop,C,
2026-05-10T11:56:32,direto,ID_7,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,10,C,C,True,425,2,427,0.303,stop,C,
2026-05-10T11:56:35,direto,ID_8,llama-8b,llama-3.1-8b-instant,Linguagens,2024,11,E,E,True,628,2,630,0.378,stop,e,
2026-05-10T11:56:37,direto,ID_8,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,11,E,E,True,628,2,630,0.278,stop,E,
2026-05-10T11:56:40,direto,ID_9,llama-8b,llama-3.1-8b-instant,Linguagens,2024,12,D,D,True,606,2,608,0.398,stop,D,
2026-05-10T11:56:42,direto,ID_9,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,12,D,D,True,606,2,608,0.321,stop,D,
2026-05-10T11:56:45,direto,ID_10,llama-8b,llama-3.1-8b-instant,Linguagens,2024,13,D,D,True,656,3,659,0.38,stop,d),
2026-05-10T11:56:47,direto,ID_10,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,13,D,D,True,656,2,658,0.281,stop,D,
2026-05-10T11:56:49,direto,ID_11,llama-8b,llama-3.1-8b-instant,Linguagens,2024,14,C,C,True,550,2,552,0.317,stop,C,
2026-05-10T11:56:52,direto,ID_11,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,14,C,C,True,550,2,552,0.317,stop,C,
2026-05-10T11:56:54,direto,ID_12,llama-8b,llama-3.1-8b-instant,Linguagens,2024,15,B,B,True,681,2,683,0.39,stop,B,
2026-05-10T11:56:57,direto,ID_12,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,15,B,B,True,681,2,683,0.326,stop,B,
2026-05-10T11:56:59,direto,ID_13,llama-8b,llama-3.1-8b-instant,Linguagens,2024,16,D,D,True,490,2,492,0.288,stop,D,
2026-05-10T11:57:02,direto,ID_13,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,16,D,D,True,490,2,492,0.318,stop,D,
2026-05-10T11:57:04,direto,ID_14,llama-8b,llama-3.1-8b-instant,Linguagens,2024,17,E,E,True,435,2,437,0.354,stop,E,
2026-05-10T11:57:06,direto,ID_14,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,17,E,E,True,435,2,437,0.29,stop,E,
2026-05-10T11:57:09,direto,ID_15,llama-8b,llama-3.1-8b-instant,Linguagens,2024,18,D,D,True,544,2,546,0.558,stop,D,
2026-05-10T11:57:11,direto,ID_15,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,18,D,D,True,544,2,546,0.364,stop,D,
2026-05-10T11:57:14,direto,ID_16,llama-8b,llama-3.1-8b-instant,Linguagens,2024,19,D,D,True,608,2,610,0.292,stop,D,
2026-05-10T11:57:16,direto,ID_16,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,19,D,D,True,608,2,610,0.396,stop,D,
2026-05-10T11:57:19,direto,ID_17,llama-8b,llama-3.1-8b-instant,Linguagens,2024,20,C,C,True,600,2,602,0.321,stop,C,
2026-05-10T11:57:21,direto,ID_17,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,20,C,C,True,600,2,602,0.398,stop,C,
2026-05-10T11:57:24,direto,ID_18,llama-8b,llama-3.1-8b-instant,Linguagens,2024,21,C,B,False,689,2,691,0.373,stop,B,
2026-05-10T11:57:26,direto,ID_18,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,21,C,D,False,689,2,691,0.284,stop,D,
2026-05-10T11:57:29,direto,ID_19,llama-8b,llama-3.1-8b-instant,Linguagens,2024,22,C,B,False,689,2,691,0.34,stop,B,
2026-05-10T11:57:31,direto,ID_19,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,22,C,D,False,689,2,691,0.28,stop,D,
2026-05-10T11:57:33,direto,ID_20,llama-8b,llama-3.1-8b-instant,Linguagens,2024,23,B,B,True,543,2,545,0.284,stop,B,
2026-05-10T11:57:36,direto,ID_20,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,23,B,B,True,543,2,545,0.386,stop,B,
2026-05-10T11:57:38,direto,ID_21,llama-8b,llama-3.1-8b-instant,Linguagens,2024,24,D,A,False,451,3,454,0.364,stop,a),
2026-05-10T11:57:41,direto,ID_21,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,24,D,A,False,451,2,453,0.264,stop,A,
2026-05-10T11:57:43,direto,ID_22,llama-8b,llama-3.1-8b-instant,Linguagens,2024,26,B,E,False,512,2,514,0.288,stop,E,
2026-05-10T11:57:45,direto,ID_22,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,26,B,B,True,512,3,515,0.279,stop,b),
2026-05-10T11:57:48,direto,ID_23,llama-8b,llama-3.1-8b-instant,Linguagens,2024,27,C,A,False,567,2,569,0.312,stop,A,
2026-05-10T11:57:50,direto,ID_23,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,27,C,D,False,567,2,569,0.317,stop,D,
2026-05-10T11:57:53,direto,ID_24,llama-8b,llama-3.1-8b-instant,Linguagens,2024,28,E,A,False,819,2,821,0.305,stop,A,
2026-05-10T11:57:55,direto,ID_24,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,28,E,E,True,819,2,821,0.325,stop,E,
2026-05-10T11:57:58,direto,ID_25,llama-8b,llama-3.1-8b-instant,Linguagens,2024,29,A,D,False,492,2,494,0.293,stop,D,
2026-05-10T11:58:00,direto,ID_25,llama-70b,llama-3.3-70b-versatile,Linguagens,2024,29,A,D,False,492,2,494,0.274,stop,D,
2026-05-10T11:58:02,direto,ID_26,llama-8b,llama-3.1-8b-instant,Humanas,2024,46,C,C,True,525,2,527,0.287,stop,C,
2026-05-10T11:58:05,direto,ID_26,llama-70b,llama-3.3-70b-versatile,Humanas,2024,46,C,C,True,525,2,527,0.273,stop,C,
2026-05-10T11:58:07,direto,ID_27,llama-8b,llama-3.1-8b-instant,Humanas,2024,47,E,E,True,345,2,347,0.349,stop,E,
2026-05-10T11:58:09,direto,ID_27,llama-70b,llama-3.3-70b-versatile,Humanas,2024,47,E,E,True,345,2,347,0.258,stop,E,
2026-05-10T11:58:12,direto,ID_28,llama-8b,llama-3.1-8b-instant,Humanas,2024,48,C,C,True,367,2,369,0.355,stop,C,
2026-05-10T11:58:14,direto,ID_28,llama-70b,llama-3.3-70b-versatile,Humanas,2024,48,C,C,True,367,2,369,0.355,stop,C,
2026-05-10T11:58:17,direto,ID_29,llama-8b,llama-3.1-8b-instant,Humanas,2024,49,E,E,True,393,2,395,0.283,stop,E,
2026-05-10T11:58:19,direto,ID_29,llama-70b,llama-3.3-70b-versatile,Humanas,2024,49,E,E,True,393,2,395,0.358,stop,E,
2026-05-10T11:58:22,direto,ID_30,llama-8b,llama-3.1-8b-instant,Humanas,2024,50,B,B,True,442,3,445,0.373,stop,b),
2026-05-10T11:58:24,direto,ID_30,llama-70b,llama-3.3-70b-versatile,Humanas,2024,50,B,B,True,442,2,444,0.266,stop,B,
2026-05-10T11:58:27,direto,ID_31,llama-8b,llama-3.1-8b-instant,Humanas,2024,51,E,E,True,408,2,410,0.374,stop,E,
2026-05-10T11:58:29,direto,ID_31,llama-70b,llama-3.3-70b-versatile,Humanas,2024,51,E,E,True,408,2,410,0.369,stop,E,
2026-05-10T11:58:32,direto,ID_32,llama-8b,llama-3.1-8b-instant,Humanas,2024,52,B,B,True,388,2,390,0.448,stop,B,
2026-05-10T11:58:34,direto,ID_32,llama-70b,llama-3.3-70b-versatile,Humanas,2024,52,B,B,True,388,3,391,0.306,stop,b),
2026-05-10T11:58:36,direto,ID_33,llama-8b,llama-3.1-8b-instant,Humanas,2024,54,D,D,True,356,2,358,0.357,stop,D,
2026-05-10T11:58:39,direto,ID_33,llama-70b,llama-3.3-70b-versatile,Humanas,2024,54,D,D,True,356,2,358,0.316,stop,D,
2026-05-10T11:58:41,direto,ID_34,llama-8b,llama-3.1-8b-instant,Humanas,2024,55,B,B,True,354,2,356,0.353,stop,B,
2026-05-10T11:58:44,direto,ID_34,llama-70b,llama-3.3-70b-versatile,Humanas,2024,55,B,B,True,354,2,356,0.382,stop,B,
2026-05-10T11:58:46,direto,ID_35,llama-8b,llama-3.1-8b-instant,Humanas,2024,56,A,A,True,434,2,436,0.361,stop,a,
2026-05-10T11:58:49,direto,ID_35,llama-70b,llama-3.3-70b-versatile,Humanas,2024,56,A,A,True,434,3,437,0.379,stop,a),
2026-05-10T11:58:51,direto,ID_36,llama-8b,llama-3.1-8b-instant,Humanas,2024,57,D,D,True,317,2,319,0.351,stop,D,
2026-05-10T11:58:54,direto,ID_36,llama-70b,llama-3.3-70b-versatile,Humanas,2024,57,D,D,True,317,2,319,0.311,stop,D,
2026-05-10T11:58:56,direto,ID_37,llama-8b,llama-3.1-8b-instant,Humanas,2024,58,D,D,True,582,2,584,0.449,stop,D,
2026-05-10T11:58:59,direto,ID_37,llama-70b,llama-3.3-70b-versatile,Humanas,2024,58,D,D,True,582,2,584,0.278,stop,D,
2026-05-10T11:59:01,direto,ID_38,llama-8b,llama-3.1-8b-instant,Humanas,2024,59,E,E,True,348,2,350,0.36,stop,E,
2026-05-10T11:59:03,direto,ID_38,llama-70b,llama-3.3-70b-versatile,Humanas,2024,59,E,E,True,348,2,350,0.262,stop,E,
2026-05-10T11:59:06,direto,ID_39,llama-8b,llama-3.1-8b-instant,Humanas,2024,60,B,B,True,411,2,413,0.284,stop,B,
2026-05-10T11:59:08,direto,ID_39,llama-70b,llama-3.3-70b-versatile,Humanas,2024,60,B,B,True,411,2,413,0.458,stop,B,
2026-05-10T11:59:11,direto,ID_40,llama-8b,llama-3.1-8b-instant,Humanas,2024,61,B,B,True,388,2,390,0.365,stop,B,
2026-05-10T11:59:13,direto,ID_40,llama-70b,llama-3.3-70b-versatile,Humanas,2024,61,B,B,True,388,2,390,0.261,stop,B,
2026-05-10T11:59:16,direto,ID_41,llama-8b,llama-3.1-8b-instant,Humanas,2024,62,A,A,True,515,3,518,0.287,stop,a),
2026-05-10T11:59:18,direto,ID_41,llama-70b,llama-3.3-70b-versatile,Humanas,2024,62,A,A,True,515,2,517,0.356,stop,A,
2026-05-10T11:59:20,direto,ID_42,llama-8b,llama-3.1-8b-instant,Humanas,2024,63,B,B,True,336,2,338,0.349,stop,B,
2026-05-10T11:59:23,direto,ID_42,llama-70b,llama-3.3-70b-versatile,Humanas,2024,63,B,B,True,336,2,338,0.347,stop,B,
2026-05-10T11:59:25,direto,ID_43,llama-8b,llama-3.1-8b-instant,Humanas,2024,64,C,C,True,534,2,536,0.459,stop,C,
2026-05-10T11:59:28,direto,ID_43,llama-70b,llama-3.3-70b-versatile,Humanas,2024,64,C,C,True,534,2,536,0.361,stop,C,
2026-05-10T11:59:31,direto,ID_44,llama-8b,llama-3.1-8b-instant,Humanas,2024,65,D,D,True,319,2,321,0.535,stop,D,
2026-05-10T11:59:33,direto,ID_44,llama-70b,llama-3.3-70b-versatile,Humanas,2024,65,D,D,True,319,2,321,0.281,stop,D,
2026-05-10T11:59:35,direto,ID_45,llama-8b,llama-3.1-8b-instant,Humanas,2024,66,C,C,True,410,2,412,0.387,stop,C,
2026-05-10T11:59:38,direto,ID_45,llama-70b,llama-3.3-70b-versatile,Humanas,2024,66,C,C,True,410,2,412,0.364,stop,C,
2026-05-10T11:59:40,direto,ID_46,llama-8b,llama-3.1-8b-instant,Humanas,2024,67,A,A,True,338,2,340,0.341,stop,A,
2026-05-10T11:59:43,direto,ID_46,llama-70b,llama-3.3-70b-versatile,Humanas,2024,67,A,A,True,338,3,341,0.308,stop,a),
2026-05-10T11:59:45,direto,ID_47,llama-8b,llama-3.1-8b-instant,Humanas,2024,68,E,E,True,507,2,509,0.277,stop,E,
2026-05-10T11:59:47,direto,ID_47,llama-70b,llama-3.3-70b-versatile,Humanas,2024,68,E,E,True,507,2,509,0.273,stop,E,
2026-05-10T11:59:50,direto,ID_48,llama-8b,llama-3.1-8b-instant,Humanas,2024,69,C,C,True,377,2,379,0.328,stop,C,
2026-05-10T11:59:52,direto,ID_48,llama-70b,llama-3.3-70b-versatile,Humanas,2024,69,C,C,True,377,2,379,0.352,stop,C,
2026-05-10T11:59:55,direto,ID_49,llama-8b,llama-3.1-8b-instant,Humanas,2024,70,E,E,True,366,2,368,0.354,stop,E,
2026-05-10T11:59:57,direto,ID_49,llama-70b,llama-3.3-70b-versatile,Humanas,2024,70,E,E,True,366,2,368,0.265,stop,e,
2026-05-10T12:00:00,direto,ID_50,llama-8b,llama-3.1-8b-instant,Humanas,2024,71,D,D,True,560,2,562,0.303,stop,D,
2026-05-10T12:00:02,direto,ID_50,llama-70b,llama-3.3-70b-versatile,Humanas,2024,71,D,D,True,560,3,563,0.529,stop,d),
2026-05-10T12:00:05,direto,ID_51,llama-8b,llama-3.1-8b-instant,Natureza,2024,93,E,E,True,272,2,274,0.374,stop,E,
2026-05-10T12:00:07,direto,ID_51,llama-70b,llama-3.3-70b-versatile,Natureza,2024,93,E,E,True,272,2,274,0.293,stop,E,
2026-05-10T12:00:10,direto,ID_52,llama-8b,llama-3.1-8b-instant,Natureza,2024,95,A,A,True,280,2,282,0.747,stop,A,
2026-05-10T12:00:12,direto,ID_52,llama-70b,llama-3.3-70b-versatile,Natureza,2024,95,A,A,True,280,3,283,0.259,stop,a),
2026-05-10T12:00:15,direto,ID_53,llama-8b,llama-3.1-8b-instant,Natureza,2024,97,D,B,False,321,2,323,0.321,stop,B,
2026-05-10T12:00:17,direto,ID_53,llama-70b,llama-3.3-70b-versatile,Natureza,2024,97,D,B,False,321,3,324,0.393,stop,b),
2026-05-10T12:00:20,direto,ID_54,llama-8b,llama-3.1-8b-instant,Natureza,2024,99,D,B,False,332,2,334,0.355,stop,B,
2026-05-10T12:00:22,direto,ID_54,llama-70b,llama-3.3-70b-versatile,Natureza,2024,99,D,D,True,332,3,335,0.401,stop,d),
2026-05-10T12:00:25,direto,ID_55,llama-8b,llama-3.1-8b-instant,Natureza,2024,102,A,A,True,306,2,308,0.262,stop,A,
2026-05-10T12:00:27,direto,ID_55,llama-70b,llama-3.3-70b-versatile,Natureza,2024,102,A,A,True,306,3,309,0.351,stop,a),
2026-05-10T12:00:29,direto,ID_56,llama-8b,llama-3.1-8b-instant,Natureza,2024,105,D,D,True,298,2,300,0.341,stop,D,
2026-05-10T12:00:32,direto,ID_56,llama-70b,llama-3.3-70b-versatile,Natureza,2024,105,D,D,True,298,2,300,0.284,stop,D,
2026-05-10T12:00:34,direto,ID_57,llama-8b,llama-3.1-8b-instant,Natureza,2024,106,D,D,True,399,2,401,0.473,stop,D,
2026-05-10T12:00:37,direto,ID_57,llama-70b,llama-3.3-70b-versatile,Natureza,2024,106,D,D,True,399,2,401,0.403,stop,D,
2026-05-10T12:00:39,direto,ID_58,llama-8b,llama-3.1-8b-instant,Natureza,2024,107,E,E,True,272,2,274,0.281,stop,E,
2026-05-10T12:00:42,direto,ID_58,llama-70b,llama-3.3-70b-versatile,Natureza,2024,107,E,E,True,272,2,274,0.342,stop,e,
2026-05-10T12:00:44,direto,ID_59,llama-8b,llama-3.1-8b-instant,Natureza,2024,108,B,B,True,419,2,421,0.35,stop,B,
2026-05-10T12:00:47,direto,ID_59,llama-70b,llama-3.3-70b-versatile,Natureza,2024,108,B,B,True,419,2,421,0.312,stop,B,
2026-05-10T12:00:49,direto,ID_60,llama-8b,llama-3.1-8b-instant,Natureza,2024,109,B,B,True,368,2,370,0.412,stop,B,
2026-05-10T12:00:52,direto,ID_60,llama-70b,llama-3.3-70b-versatile,Natureza,2024,109,B,B,True,368,3,371,0.289,stop,b),
2026-05-10T12:00:54,direto,ID_61,llama-8b,llama-3.1-8b-instant,Natureza,2024,111,D,D,True,276,2,278,0.26,stop,D,
2026-05-10T12:00:56,direto,ID_61,llama-70b,llama-3.3-70b-versatile,Natureza,2024,111,D,D,True,276,2,278,0.297,stop,D,
2026-05-10T12:00:59,direto,ID_62,llama-8b,llama-3.1-8b-instant,Natureza,2024,116,A,A,True,316,2,318,0.346,stop,A,
2026-05-10T12:01:01,direto,ID_62,llama-70b,llama-3.3-70b-versatile,Natureza,2024,116,A,A,True,316,3,319,0.348,stop,a),
2026-05-10T12:01:04,direto,ID_63,llama-8b,llama-3.1-8b-instant,Natureza,2024,117,E,E,True,350,2,352,0.355,stop,E,
2026-05-10T12:01:06,direto,ID_63,llama-70b,llama-3.3-70b-versatile,Natureza,2024,117,E,E,True,350,2,352,0.316,stop,E,
2026-05-10T12:01:08,direto,ID_64,llama-8b,llama-3.1-8b-instant,Natureza,2024,120,B,B,True,357,2,359,0.349,stop,B,
2026-05-10T12:01:11,direto,ID_64,llama-70b,llama-3.3-70b-versatile,Natureza,2024,120,B,B,True,357,3,360,0.374,stop,b),
2026-05-10T12:01:13,direto,ID_65,llama-8b,llama-3.1-8b-instant,Natureza,2024,126,A,A,True,391,2,393,0.363,stop,A,
2026-05-10T12:01:16,direto,ID_65,llama-70b,llama-3.3-70b-versatile,Natureza,2024,126,A,A,True,391,3,394,0.272,stop,a),
2026-05-10T12:01:18,direto,ID_66,llama-8b,llama-3.1-8b-instant,Natureza,2024,129,B,A,False,303,2,305,0.357,stop,A,
2026-05-10T12:01:21,direto,ID_66,llama-70b,llama-3.3-70b-versatile,Natureza,2024,129,B,A,False,303,2,305,0.337,stop,A,
2026-05-10T12:01:23,direto,ID_67,llama-8b,llama-3.1-8b-instant,Natureza,2024,133,C,C,True,334,2,336,0.35,stop,C,
2026-05-10T12:01:26,direto,ID_67,llama-70b,llama-3.3-70b-versatile,Natureza,2024,133,C,C,True,334,3,337,0.292,stop,c),
2026-05-10T12:01:28,direto,ID_68,llama-8b,llama-3.1-8b-instant,Natureza,2024,135,D,D,True,423,3,426,0.413,stop,d),
2026-05-10T12:01:30,direto,ID_68,llama-70b,llama-3.3-70b-versatile,Natureza,2024,135,D,D,True,423,2,425,0.311,stop,D,
2026-05-10T12:01:33,direto,ID_69,llama-8b,llama-3.1-8b-instant,Natureza,2024,137,B,B,True,208,2,210,0.35,stop,B,
2026-05-10T12:01:35,direto,ID_69,llama-70b,llama-3.3-70b-versatile,Natureza,2024,137,B,B,True,208,3,211,0.321,stop,b),
2026-05-10T12:01:38,direto,ID_70,llama-8b,llama-3.1-8b-instant,Natureza,2023,91,D,B,False,353,2,355,0.382,stop,B,
2026-05-10T12:01:40,direto,ID_70,llama-70b,llama-3.3-70b-versatile,Natureza,2023,91,D,D,True,353,2,355,0.307,stop,D,
2026-05-10T12:01:43,direto,ID_71,llama-8b,llama-3.1-8b-instant,Natureza,2023,92,B,B,True,262,2,264,0.37,stop,B,
2026-05-10T12:01:45,direto,ID_71,llama-70b,llama-3.3-70b-versatile,Natureza,2023,92,B,B,True,262,2,264,0.264,stop,B,
2026-05-10T12:01:48,direto,ID_72,llama-8b,llama-3.1-8b-instant,Natureza,2023,93,E,E,True,311,2,313,0.447,stop,E,
2026-05-10T12:01:50,direto,ID_72,llama-70b,llama-3.3-70b-versatile,Natureza,2023,93,E,E,True,311,2,313,0.348,stop,E,
2026-05-10T12:01:53,direto,ID_73,llama-8b,llama-3.1-8b-instant,Natureza,2023,95,B,B,True,256,2,258,0.348,stop,B,
2026-05-10T12:01:55,direto,ID_73,llama-70b,llama-3.3-70b-versatile,Natureza,2023,95,B,D,False,256,3,259,0.302,stop,d),
2026-05-10T12:01:57,direto,ID_74,llama-8b,llama-3.1-8b-instant,Natureza,2023,97,A,A,True,322,2,324,0.373,stop,A,
2026-05-10T12:02:00,direto,ID_74,llama-70b,llama-3.3-70b-versatile,Natureza,2023,97,A,A,True,322,3,325,0.325,stop,a),
2026-05-10T12:02:02,direto,ID_75,llama-8b,llama-3.1-8b-instant,Natureza,2023,98,B,C,False,295,2,297,0.341,stop,C,
2026-05-10T12:02:05,direto,ID_75,llama-70b,llama-3.3-70b-versatile,Natureza,2023,98,B,B,True,295,2,297,0.344,stop,B,
2026-05-10T12:02:07,direto,ID_76,llama-8b,llama-3.1-8b-instant,Matematica,2011,136,E,C,False,303,2,305,0.259,stop,C,
2026-05-10T12:02:09,direto,ID_76,llama-70b,llama-3.3-70b-versatile,Matematica,2011,136,E,E,True,303,2,305,0.281,stop,e,
2026-05-10T12:02:12,direto,ID_77,llama-8b,llama-3.1-8b-instant,Matematica,2011,137,E,D,False,583,2,585,0.4,stop,D,
2026-05-10T12:02:15,direto,ID_77,llama-70b,llama-3.3-70b-versatile,Matematica,2011,137,E,D,False,583,3,586,0.443,stop,D),
2026-05-10T12:02:17,direto,ID_78,llama-8b,llama-3.1-8b-instant,Matematica,2011,140,C,E,False,359,2,361,0.297,stop,E,
2026-05-10T12:02:19,direto,ID_78,llama-70b,llama-3.3-70b-versatile,Matematica,2011,140,C,C,True,359,3,362,0.466,stop,c),
2026-05-10T12:02:22,direto,ID_79,llama-8b,llama-3.1-8b-instant,Matematica,2011,141,B,E,False,359,2,361,0.385,stop,E,
2026-05-10T12:02:24,direto,ID_79,llama-70b,llama-3.3-70b-versatile,Matematica,2011,141,B,C,False,359,2,361,0.386,stop,C,
